
fuzzy_threshold=100
did 	 dtitle 	 dauthor 	 dvenue 	 dyear 	 drowid
V-pwJ8K5ZTEJ	random io schedul onlin tertiari storag system	hillyer silberschatz	"proceedings of the 1996 acm sigmod international conference  &hellip;,"	1996	34784
conf/sigmod/MogiK96	hot mirror studi hide pariti upgrad penalti degrad rebuild raid5	mogi kitsuregawa	sigmod conference	1996	1415
G-ggEZEKjT8J	hot mirror method hide pariti updat penalti degrad rebuild raid5	mogi kitsuregawa	"sigmod record,"	1996	52631
conf/vldb/LeeL99	unrol cycl decid trigger termin	lee ling	vldb	1999	1416
szHsyFiOuwAJ	unrol cycl decid trigger termin	lee ling	"proceedings of the international conference on very large  &hellip;,"	1999	36444
conf/sigmod/ZouS96	onlin reorgan sparselypopul btree	zou salzberg	sigmod conference	1996	1417
DYFIQvOg7rgJ	onlin reorgan sparselypopul btree	zou salzberg	"proceedings of the 1996 acm sigmod international conference  &hellip;,"	1996	24545
conf/vldb/GionisIM99	similar search high dimens via hash	gionis indyk motwani	vldb	1999	1418
A8rGBQif7MIJ	similar search high dimens via hash	gionis indyk motwani	"vldb,"	1999	57168
conf/vldb/KeimH99	optim gridclust toward break curs dimension highdimension cluster	hinneburg keim	vldb	1999	1419
28GZ8M1ZPVYJ	optim gridclust toward break curs dimension highdimension cluster	hinneburg keim	"vldb,"	1999	46314
conf/sigmod/ZhangRL96	birch effici data cluster method larg databas	zhang ramakrishnan livny	sigmod conference	1996	1420
hk9P76dJfcAJ	birch effici data cluster method larg databas	zhang ramakrishnan livny	"sigmod conference,"	1996	37933
conf/sigmod/AchyutuniON96	two techniqu onlin index modif share noth parallel databas	achyutuni omiecinski navathe	sigmod conference	1996	1423
eRSkDzxP1JcJ	two techniqu onlin index modif share noth parallel databas	achyutuni omiecinski navathe	"sigmod conference,"	1996	13298
conf/sigmod/VanceM96	rapid bushi joinord optim cartesian product	vance maier	sigmod conference	1996	1426
CMMaMlYwgPkJ	rapid bushi joinord optim cartesian product	vance maier	"sigmod conference,"	1996	36364
conf/vldb/Johnson99	perform measur compress bitmap indic	johnson	vldb	1999	1427
B3PwhNu8Y6IJ	perform measur compress bitmap indic	johnson	"proceedings of the 25th international conference on very  &hellip;,"	1999	11953
conf/vldb/McHughW99	queri optim xml	mchugh widom	vldb	1999	1431
bXRF6rASxhgJ	queri optim xml	mchugh widom	"vldb,"	1999	60361
conf/sigmod/GoelI96	sql queri optim reorder gener class queri	goel iyer	sigmod conference	1996	1432
hD6w1eBfjWcJ	sql queri optim reorder gener class queri	goel iyer	"sigmod conference,"	1996	23246
conf/vldb/DonjerkovicR99	probabilist optim top n queri	donjerkovic ramakrishnan	vldb	1999	1433
Eq1w4LPv_igJ	probabilist optim top n queri	donjerkovic ramakrishnan	"vldb,"	1999	60504
conf/vldb/JagadishKNS99	multidimension substr select estim	jagadish kapitskaia srivastava	vldb	1999	1435
W8O7pgTYGTYJ	multidimension substr select estim	jagadish kapitskaia srivastava	"vldb,"	1999	64193
conf/vldb/NaumannLF99	qualitydriven integr heterogen inform system	naumann leser freytag	vldb	1999	1437
MEQuU1E4vdoJ	qualitydriven integr heterogen inform system	naumann leser freytag	"proceedings of the international conference on very large  &hellip;,"	1999	20723
conf/sigmod/FukudaMMT96	data mine use twodimension optim accoci rule scheme algorithm visual	fukuda morimoto morishita tokuyama	sigmod conference	1996	1438
lmXiI4fB9vgJ	data mine use twodimension optim associ rule scheme algorithm visual 	fukuda morimoto morishita tokuyama		1996	1785
conf/sigmod/FukudaMMT96	data mine use twodimension optim accoci rule scheme algorithm visual	fukuda morimoto morishita tokuyama	sigmod conference	1996	1438
Bcuo4_yr2p0J	data mine use twodimension optim associ rule scheme algorithm visual	fukuda morimoto morishita tokuyama	"proceedings of the 1996 acm sigmod international conference  &hellip;,"	1996	55452
conf/sigmod/SrikantA96	mine quantit associ rule larg relat tabl	srikant agrawal	sigmod conference	1996	1439
KVEv4thH4CgJ	mine quantit associ rule larg relat tabl	srikant agrawal		1996	32575
conf/vldb/JosifovskiR99	integr heterogen overlap databas objectori transform	josifovski risch	vldb	1999	1440
rR9r4Kuzq-4J	integr heterogen overlap databas objectori transform	josifovski risch	"proceedings of the international conference on very large  &hellip;,"	1999	5088
conf/vldb/BrodieC99	issu network manag next millennium	brodie chaudhuri	vldb	1999	1441
80T8-ddj8OsJ	issu network manag next millennium	brodie chaudhuri	"proceedings of the international conference on very large  &hellip;,"	1999	16366
conf/sigmod/Keim96	databas visual	keim	sigmod conference	1996	1442
AF9vuEJOr6cJ	databas visual	keim	"sigmod conference,"	1996	35328
conf/vldb/Hamilton99	network data manag design point	hamilton	vldb	1999	1443
_zPTedzhFhQJ	network data manag design point	hamilton	"vldb,"	1999	49974
conf/sigmod/Han96	data mine techniqu	han	sigmod conference	1996	1444
DlQd7WIkVF0J	data mine techniqu	han		1996	43258
conf/sigmod/LeflerSW96	dbsim simul tool predict databas perform	lefler stokrp wong	sigmod conference	1996	1445
4b12cZc8QK4J	dbsim simul tool predict databas perform	lefler stokrp wong	"proceedings of the 1996 acm sigmod international conference  &hellip;,"	1996	12484
conf/vldb/Pound99	cyber space one hear scream	pound	vldb	1999	1446
zWp_JdEQ8MgJ	cyber space one hear scream	pound	"proceedings of the international conference on very large  &hellip;,"	1999	44542
conf/vldb/GarofalakisRS99	spirit sequenti pattern mine regular express constraint	garofalakis rastogi shim	vldb	1999	1448
q87jrCR_GqQJ	spirit sequenti pattern mine regular express constraint vldb confer	garofalakis rastogi shim		1999	12347
conf/vldb/GarofalakisRS99	spirit sequenti pattern mine regular express constraint	garofalakis rastogi shim	vldb	1999	1448
Xm3ygCvkmN8J	spirit sequenti pattern mine regular express constraint	garofalakis rastogi shim	"vldb,"	1999	49793
conf/sigmod/HullZ96	framework support data integr use materi virtual approach	hull zhou	sigmod conference	1996	1449
H1E3GuQcoUAJ	framework support data integr use materi virtual approach	hull zhou	"sigmod conference,"	1996	35379
conf/vldb/Blum99	microsoft english queri 75 automat extract semant relat databas olap cube	blum	vldb	1999	1450
EYfIweE8pHEJ	microsoft english queri 75 automat extract semant relat databas olap  	blum	"proceedings of the international conference on very large  &hellip;,"	1999	48117
conf/sigmod/ChawatheRGW96	chang detect hierarch structur inform	chawathe rajaraman garciamolina widom	sigmod conference	1996	1451
ilCT5UFnHxgJ	chang detect hierarch structur inform	chawathe rajaraman garciamolina widom	"sigmod conference,"	1996	26211
conf/vldb/Campbell99	new lock log recoveri architectur microsoft sql server 70	campbell	vldb	1999	1452
m1eeQnYWL0oJ	new lock log recoveri architectur microsoft sql server 70	campbell	"proceedings of the international conference on very large  &hellip;,"	1999	41083
conf/vldb/Graefe99	valu mergejoin hashjoin sql server	graefe	vldb	1999	1453
3m-KKBVF8KkJ	valu mergejoin hashjoin sql server	graefe	"proceedings of the international conference on very large  &hellip;,"	1999	57952
conf/sigmod/BunemanDHS96	queri languag optim techniqu unstructur data	buneman davidson hillebrand suciu	sigmod conference	1996	1454
rNVPCLfguuMJ	queri languag optim techniqu unstructur data	buneman davidson hillebrand suciu	"sigmod conference,"	1996	16987
conf/vldb/DarmontS99	voodb gener discreteev random simul model evalu perform oodb	darmont schneider	vldb	1999	1455
Ebi8v9FZXcgJ	voodb gener discreteev random simul model evalu perform oodb	darmont schneider	"proceedings of the 25th international conference on very  &hellip;,"	1999	63379
conf/sigmod/NguyenS96	access relat databas world wide web	nguyen srinivasan	sigmod conference	1996	1456
Cd4NNuZnIn8J	access relat databas world wide web	nguyen srinivasan	"sigmod conference,"	1996	55347
conf/sigmod/BrownCL96	goalori buffer manag revisit	brown carey livny	sigmod conference	1996	1457
H4A7nUWyXtQJ	goalori buffer manag revisit	brown carey livny	"proceedings of the 1996 acm sigmod international conference  &hellip;,"	1996	54153
conf/vldb/SahuguetA99	build lightweight wrapper legaci web datasourc use w4f	sahuguet azavant	vldb	1999	1458
pK5bydjeZFIJ	build lightweight wrapper legaci web datasourc use w4f	sahuguet azavant	"vldb,"	1999	5368
conf/vldb/AcharyaGP99	aqua fast decis support system use approxim queri answer	acharya gibbons poosala	vldb	1999	1459
-7tsGpHin24J	aqua fast decis support system use approxim queri answer	acharya gibbons poosala	"proceedings of the 25th international conference on very  &hellip;,"	1999	45718
conf/sigmod/ChristophidesCM96	evalu queri gener path express	christophides cluet moerkotte	sigmod conference	1996	1460
q3Y-Mlx2sUsJ	evalu queri gener path express	christophides cluet moerkotte	"proceedings of the acm sigmod international conference on  &hellip;,"	1996	18415
conf/vldb/Mohan99	repeat histori beyond ari	mohan	vldb	1999	1461
4N472VSotmMJ	repeat histori beyond ari	mohan	"vldb,"	1999	18981
conf/vldb/TanGO99	onlin feedback nest aggreg queri multithread	tan goh ooi	vldb	1999	1463
CcTZvs8xd2sJ	onlin feedback nest aggreg queri multithread	tan goh ooi	"proceedings of the international conference on very large  &hellip;,"	1999	31650
conf/vldb/KoudasMJ99	mine deviant time seri databas	jagadish koudas muthukrishnan	vldb	1999	1467
dRemTC899xcJ	mine deviant time seri databas	jagadish koudas muthukrishnan	"proceedings of the 25th international conference on very  &hellip;,"	1999	11515
conf/sigmod/Agarwal96	super scalar sort algorithm risc processor	agarwal	sigmod conference	1996	1468
ALk7huiKjWAJ	super scalar sort algorithm risc processor	agarwal	"sigmod conference,"	1996	34735
conf/vldb/IoannidisP99	histogrambas approxim setvalu queryansw	ioannidis poosala	vldb	1999	1469
umrivnVIoj0J	histogrambas approxim setvalu queryansw	ioannidis poosala	"vldb,"	1999	50109
conf/vldb/IoannidisP99	histogrambas approxim setvalu queryansw	ioannidis poosala	vldb	1999	1469
BlALg9KQCLAJ	histogrambas approxim setvalu queryansw inth vldb journal	ioannidis poosala		1999	61586
conf/sigmod/GangulyGMS96	bifoc sampl skewresist join size estim	ganguly gibbons matias silberschatz	sigmod conference	1996	1470
05ZgvGyhSC0J	bifoc sampl skewresist join size estim	ganguly gibbons matias silberschatz	"sigmod conference,"	1996	6450
conf/vldb/JagadishMN99	semant compress pattern extract fascicl	jagadish madar	vldb	1999	1471
RPWDtUmq6_QJ	semant compress pattern extract fascicl	jagadish madar	"&hellip;  international conference on very large data bases table of  &hellip;,"	1999	6608
conf/sigmod/KrishnanVI96	estim alphanumer select presenc wildcard	krishnan vitter iyer	sigmod conference	1996	1472
8tFA4ENYqKQJ	estim alphanumer select presenc wildcard	krishnan vitter iyer	"sigmod conference,"	1996	61368
conf/sigmod/ShatdalN95	adapt parallel aggreg algorithm	shatdal naughton	sigmod conference	1995	1473
nbU59lK7JJYJ	adapt parallel aggreg algorithm	shatdal naughton	"sigmod conference,"	1995	49229
conf/vldb/PedersenJD99	extend practic preaggreg onlin analyt process	pedersen jensen dyreson	vldb	1999	1474
sAUncbolYJ8J	extend practic preaggreg onlin analyt process	pedersen jensen dyreson	"proceedings of the international conference on very large  &hellip;,"	1999	58255
conf/sigmod/Freeston95	gener solut ndimension btree problem	freeston	sigmod conference	1995	1476
Fr8CPbK-IFIJ	gener solut ndimension btree problem	freeston	"sigmod conference,"	1995	7206
conf/vldb/KumarRRT99	extract largescal knowledg base web	kumar raghavan rajagopalan tomkins	vldb	1999	1477
fJn_2E8aihYJ	extract largescal knowledg base web	kumar raghavan rajagopalan tomkins	"vldb,"	1999	28948
conf/sigmod/AdyaGLM95	effici optimist concurr control use loos synchron clock	adya gruber liskov maheshwari	sigmod conference	1995	1478
bfcbZlt6vngJ	effici optimist concurr control use loos synchron clock	adya gruber liskov maheshwari	"sigmod conference,"	1995	15075
conf/sigmod/AdyaGLM95	effici optimist concurr control use loos synchron clock	adya gruber liskov maheshwari	sigmod conference	1995	1478
7YMi5qKSe2EJ	effici optimist concurr control use loos synchron clock sigmod san jose ca	adya gruber liskov maheshwari		1995	61557
conf/vldb/CeriFP99	datadriven onetoon web site gener dataintens applic	ceri fraternali paraboschi	vldb	1999	1479
8OrOAQnaveIJ	datadriven onetoon web site gener dataintens applic	ceri fraternali paraboschi	"proceedings of the 25th international conference on very  &hellip;,"	1999	63010
conf/vldb/DattaRT99	curio novel solut effici storag index data warehous	datta ramamritham thomas	vldb	1999	1482
gckQTLQjsj8J	curio novel solut effici storag index data warehous	datta ramamritham thomas	"proceedings of the international conference on very large  &hellip;,"	1999	46088
conf/vldb/ZurekS99	datawareh colour black  white	zurek sinnwell	vldb	1999	1483
mEdoUlcnDsgJ	datawareh colour black white	zurek sinnwell	"proceedings of the international conference on very large  &hellip;,"	1999	50640
conf/sigmod/FukudaMMT96a	sonar system optim numer associationrul	fukuda morimoto morishita tokuyama	sigmod conference	1996	1485
WOCgxlV_LgoJ	sonar system optim numer associ rule	fukuda morimoto morishita tokuyama	"proceedings of the 1996 acm sigmod international conference  &hellip;,"	1996	61250
conf/vldb/Kornacker99	highperform extens index	kornacker	vldb	1999	1486
aOmma8tnFKIJ	highperform extens index	kornacker	"vldb,"	1999	32382
conf/vldb/ChanI99	hierarch prefix cube rangesum queri	chan ioannidis	vldb	1999	1488
QV20-69j6YYJ	hierarch prefix cube rangesum queri	chan ioannidis	"proceedings of the 25th international conference on very  &hellip;,"	1999	1841
conf/vldb/ChaudhuriG99	evalu topk select queri	chaudhuri gravano	vldb	1999	1492
l-Sn0enuHxkJ	evalu topk select queri	chaudhuri gravano	"vldb,"	1999	52148
conf/sigmod/PiatkoYLS96	thinksheet tool tailor complex document	piatko yangarber lin shasha	sigmod conference	1996	1495
3NMPG1vUNgwJ	thinksheet tool tailor complex document	piatko yangarber lin shasha	"proceedings of the 1996 acm sigmod international conference  &hellip;,"	1996	19955
conf/vldb/WangZL99	build hierarch classifi use class proxim	wang zhou liew	vldb	1999	1496
9PJWqPPVlQwJ	build hierarch classifi use class proxim	wang zhou liew	"vldb,"	1999	23460
conf/vldb/RothOH99	cost model matter provid cost inform divers data sourc feder system	roth ozcan haas	vldb	1999	1500
c-Kalb26vykJ	cost model matter provid cost inform divers data sourc feder system	roth ozcan haas	"&hellip;  international conference on very large data bases table of  &hellip;,"	1999	38607
conf/vldb/KnorrN99	find intension knowledg distancebas outlier	knorr	vldb	1999	1506
7lkCBMe603kJ	find intension knowledg distancebas outlier	knorr	"vldb,"	1999	57874
conf/vldb/JermaineDO99	novel index support high volum data warehous insert	jermaine datta omiecinski	vldb	1999	1507
eawaEzvWj4gJ	novel index support high volum data warehous insert	jermaine datta omiecinski	"proceedings of the international conference on very large  &hellip;,"	1999	35552
conf/sigmod/CherniackZ96	rule languag intern algebra rulebas optim	cherniack zdonik	sigmod conference	1996	1509
ZsHfcZJwFQQJ	rule languag intern algebra rulebas optim	cherniack zdonik	"sigmod conference,"	1996	30912
conf/vldb/TamuraK99	dynam load balanc parallel associ rule mine heterogen pc cluster system	tamura kitsuregawa	vldb	1999	1510
rAHGAfoqookJ	dynam load balanc parallel associ rule mine heterogen pc cluster system	tamura kitsuregawa	"proceedings of the 25th international conference on very  &hellip;,"	1999	57988
conf/vldb/BamfordAP99	scalabl highli avail network databas architectur	bamford ahad pruscino	vldb	1999	1511
2y9m1qzVu4EJ	scalabl highli avail network databas architectur	bamford ahad pruscino	"vldb,"	1999	33145
